book_name,author_id,author_name,publishing_company,city,fiscal_year,calendar_year,year_month,date,AutoARIMA,HoltWinters,SeasonalNaive
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2024,2024,202404,2024-04-01,137288.56,136320.84,137234.61
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2024,2024,202405,2024-05-01,134171.4,131823.02,134148.23
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2024,2024,202406,2024-06-01,136728.66,124285.13,136718.72
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2024,2024,202407,2024-07-01,125741.86,127442.11,125737.59
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2024,2024,202408,2024-08-01,128106.69,126948.49,128104.86
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2025,2024,202409,2024-09-01,126890.836,117390.06,126890.055
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2025,2024,202410,2024-10-01,121209.7,124998.52,112588.44
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2025,2024,202411,2024-11-01,126663.96,123425.055,122963.016
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2025,2024,202412,2024-12-01,117769.97,122959.055,116181.23
Parent again fire administration democratic color.,41871926,Gabrielle Brown,Diaz and Sons,Antonioburgh,2025,2025,202501,2025-01-01,118796.305,117616.56,118114.29
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2023,202310,2023-10-01,6658.9546,5092.9634,6658.9546
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2023,202311,2023-11-01,6737.3506,6316.2515,6737.3506
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2023,202312,2023-12-01,5091.6665,5459.8457,5091.6665
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202401,2024-01-01,6562.5093,6123.2285,6562.5093
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202402,2024-02-01,3823.5378,3742.824,3823.5378
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202403,2024-03-01,7040.817,5029.822,7040.817
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202404,2024-04-01,3624.6655,3708.9988,3624.6655
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202405,2024-05-01,5516.9155,5925.9985,5516.9155
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202406,2024-06-01,4720.99,5078.879,4720.99
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202407,2024-07-01,7444.2363,4959.9536,7444.2363
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202408,2024-08-01,5098.937,5180.2,5098.937
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2024,202409,2024-09-01,7757.961,5343.397,7757.961
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2024,202410,2024-10-01,6658.9546,4263.7495,6658.9546
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2024,202411,2024-11-01,6737.3506,5487.0376,6737.3506
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2024,202412,2024-12-01,5091.6665,4630.632,5091.6665
Under series new better.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2025,202501,2025-01-01,6562.5093,5294.0146,6562.5093
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2023,202310,2023-10-01,134065.38,125031.05,116494.555
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2023,202311,2023-11-01,136385.0,126660.484,118814.18
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2023,202312,2023-12-01,143001.38,133393.14,125430.56
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2024,202401,2024-01-01,137225.47,126782.17,119654.65
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2024,202402,2024-02-01,164247.2,139105.03,146676.39
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2024,202403,2024-03-01,139790.7,128271.16,122219.88
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2024,202404,2024-04-01,152980.44,148437.17,135409.62
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2024,202405,2024-05-01,168172.64,142731.53,150601.81
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2024,202406,2024-06-01,169243.62,148977.72,151672.81
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2024,202407,2024-07-01,140477.48,128220.33,122906.664
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2024,2024,202408,2024-08-01,164200.86,136629.58,146630.05
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2025,2024,202409,2024-09-01,156116.14,129261.63,138545.33
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2025,2024,202410,2024-10-01,151636.19,125173.34,116494.555
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2025,2024,202411,2024-11-01,153955.81,126774.89,118814.18
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2025,2024,202412,2024-12-01,160572.2,133485.12,125430.56
The despite opportunity.,96039483,Timothy Gordon,Bond Group,East Robert,2025,2025,202501,2025-01-01,154796.28,126856.12,119654.65
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2023,202310,2023-10-01,216715.47,224799.42,266045.2
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2023,202311,2023-11-01,171889.75,197954.5,221219.47
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2023,202312,2023-12-01,131546.98,148319.8,180876.7
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2024,202401,2024-01-01,159173.47,171234.97,208503.19
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2024,202402,2024-02-01,152037.05,167110.61,201366.77
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2024,202403,2024-03-01,185882.17,231098.14,235211.89
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2024,202404,2024-04-01,182337.94,223410.22,231667.66
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2024,202405,2024-05-01,178716.03,210410.97,228045.75
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2024,202406,2024-06-01,176808.11,186955.27,226137.83
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2024,202407,2024-07-01,162310.98,189452.36,211640.7
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2024,2024,202408,2024-08-01,147573.17,190768.83,196902.9
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2025,2024,202409,2024-09-01,160905.88,183635.3,210235.6
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2025,2024,202410,2024-10-01,167385.75,194462.83,266045.2
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2025,2024,202411,2024-11-01,122560.02,167617.9,221219.47
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2025,2024,202412,2024-12-01,82217.26,117983.195,180876.7
Probably determine indicate plan discussion moment.,84297664,Dawn Ortiz,Anderson-Frey,Port Anthonyhaven,2025,2025,202501,2025-01-01,109843.75,140898.38,208503.19
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2023,202310,2023-10-01,138615.67,138478.66,125749.88
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2023,202311,2023-11-01,143057.4,143751.06,134994.16
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2023,202312,2023-12-01,143575.89,140372.61,126424.66
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2024,202401,2024-01-01,145593.31,142927.55,128641.61
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2024,202402,2024-02-01,149364.92,147708.61,131810.89
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2024,202403,2024-03-01,167309.64,165139.11,154364.84
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2024,202404,2024-04-01,158998.4,162024.2,165748.88
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2024,202405,2024-05-01,148559.95,152871.16,143222.9
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2024,202406,2024-06-01,152886.73,152431.69,144212.58
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2024,202407,2024-07-01,150388.22,148208.14,143656.55
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2024,2024,202408,2024-08-01,152188.5,152736.36,149892.98
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2025,2024,202409,2024-09-01,147579.67,146730.9,119961.91
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2025,2024,202410,2024-10-01,158158.61,153054.7,125749.88
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2025,2024,202411,2024-11-01,165960.81,158327.1,134994.16
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2025,2024,202412,2024-12-01,160120.19,154948.66,126424.66
Heavy floor rule.,84449247,Adam Smith,Contreras and Sons,Antonioburgh,2025,2025,202501,2025-01-01,162277.22,157503.6,128641.61
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2023,202310,2023-10-01,37946.03,45910.004,44809.61
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2023,202311,2023-11-01,38049.57,47294.47,44870.5
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2023,202312,2023-12-01,33573.188,42660.242,37970.99
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2024,202401,2024-01-01,34219.984,43408.535,40430.17
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2024,202402,2024-02-01,45614.117,50531.496,51273.37
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2024,202403,2024-03-01,55306.875,58345.33,59375.68
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2024,202404,2024-04-01,56788.1,60696.887,59046.496
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2024,202405,2024-05-01,51976.098,59044.0,58110.79
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2024,202406,2024-06-01,40131.004,48578.47,41891.86
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2024,202407,2024-07-01,39937.523,45613.812,42012.95
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2024,2024,202408,2024-08-01,36093.4,44276.61,43615.62
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2025,2024,202409,2024-09-01,40170.504,49806.91,43756.88
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2025,2024,202410,2024-10-01,34161.555,45947.258,44809.61
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2025,2024,202411,2024-11-01,34243.652,47326.746,44870.5
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2025,2024,202412,2024-12-01,28548.89,42688.207,37970.99
Measure admit because.,103110415,Cameron Mueller,Romero Ltd,Port Anthonyhaven,2025,2025,202501,2025-01-01,30106.977,43432.766,40430.17
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2023,202310,2023-10-01,567231.06,558936.9,636189.1
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2023,202311,2023-11-01,473454.34,470129.72,546183.1
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2023,202312,2023-12-01,365867.16,356041.25,451471.28
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2024,202401,2024-01-01,383073.28,375318.56,434735.6
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2024,202402,2024-02-01,424552.3,414786.78,524424.3
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2024,202403,2024-03-01,539659.6,531906.75,552507.1
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2024,202404,2024-04-01,580260.8,575304.9,607811.2
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2024,202405,2024-05-01,554948.5,544249.56,635460.3
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2024,202406,2024-06-01,502958.44,485768.97,584294.56
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2024,202407,2024-07-01,486064.25,518312.34,573651.5
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2024,2024,202408,2024-08-01,522815.53,513991.38,579809.3
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2025,2024,202409,2024-09-01,510047.66,504786.34,571382.8
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2025,2024,202410,2024-10-01,506683.03,491163.97,636189.1
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2025,2024,202411,2024-11-01,412763.56,402356.8,546183.1
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2025,2024,202412,2024-12-01,305202.28,288268.3,451471.28
Pick above if support if party.,113593491,Sandra Phillips,Romero Ltd,Port Anthonyhaven,2025,2025,202501,2025-01-01,322403.7,307545.66,434735.6
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202310,2023-10-01,223142.05,148282.02,287767.66
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202311,2023-11-01,189191.55,136721.94,249292.52
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2023,202312,2023-12-01,181264.84,112904.67,231396.03
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202401,2024-01-01,224111.84,122921.44,259078.92
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202402,2024-02-01,226514.77,95474.06,250743.83
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202403,2024-03-01,242277.03,172268.31,273592.4
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202404,2024-04-01,200665.48,141948.83,234803.67
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202405,2024-05-01,203683.97,135455.38,233890.77
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202406,2024-06-01,201964.86,81549.98,223658.95
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202407,2024-07-01,200124.81,66840.38,217527.83
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2024,2024,202408,2024-08-01,212286.47,81407.21,232513.08
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202409,2024-09-01,195056.55,58605.605,211987.12
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202410,2024-10-01,210311.3,22960.412,287767.66
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202411,2024-11-01,177472.84,11400.333,249292.52
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2024,202412,2024-12-01,171569.28,0.0,231396.03
Nature some safe.,74974816,Alexander Hayes,Hart LLC,Port Anthonyhaven,2025,2025,202501,2025-01-01,217325.17,0.0,259078.92
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2023,202310,2023-10-01,139982.36,119713.62,129053.23
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2023,202311,2023-11-01,128480.53,110825.54,128480.53
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2023,202312,2023-12-01,107881.65,84865.836,107881.65
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2024,202401,2024-01-01,119004.78,91894.77,119004.78
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2024,202402,2024-02-01,131899.06,96909.81,131899.06
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2024,202403,2024-03-01,145793.14,128000.99,145793.14
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2024,202404,2024-04-01,136504.58,124460.84,136504.58
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2024,202405,2024-05-01,137084.23,120940.97,137084.23
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2024,202406,2024-06-01,140877.05,107537.99,140877.05
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2024,202407,2024-07-01,126173.69,110425.9,126173.69
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2024,2024,202408,2024-08-01,128996.27,120594.54,128996.27
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2025,2024,202409,2024-09-01,131947.22,107994.65,131947.22
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2025,2024,202410,2024-10-01,139982.36,100012.414,129053.23
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2025,2024,202411,2024-11-01,128480.53,91124.33,128480.53
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2025,2024,202412,2024-12-01,107881.65,65164.633,107881.65
Series throw foot visit add.,70808520,Lisa Hill,Romero Ltd,Port Anthonyhaven,2025,2025,202501,2025-01-01,119004.78,72193.56,119004.78
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2023,202310,2023-10-01,49387.332,44431.117,56837.816
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2023,202311,2023-11-01,49352.7,48272.75,56803.18
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2023,202312,2023-12-01,39405.992,42452.92,46856.473
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2024,202401,2024-01-01,50751.28,53107.277,58201.76
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2024,202402,2024-02-01,41582.234,42261.363,49032.715
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2024,202403,2024-03-01,49328.785,52374.72,56779.266
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2024,202404,2024-04-01,56584.17,59466.445,64034.656
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2024,202405,2024-05-01,50810.83,46529.227,58261.312
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2024,202406,2024-06-01,40996.785,48543.668,48447.266
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2024,202407,2024-07-01,44249.977,42334.49,51700.46
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2024,2024,202408,2024-08-01,45797.25,53412.258,53247.734
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2025,2024,202409,2024-09-01,48697.49,46365.473,56147.973
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2025,2024,202410,2024-10-01,41936.848,40299.25,56837.816
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2025,2024,202411,2024-11-01,41902.215,44390.145,56803.18
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2025,2024,202412,2024-12-01,31955.506,38804.54,46856.473
Up everybody quite among.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2025,2025,202501,2025-01-01,43300.797,49678.99,58201.76
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2023,202310,2023-10-01,89744.68,95138.766,74727.53
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2023,202311,2023-11-01,89734.69,77855.29,85652.14
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2023,202312,2023-12-01,89724.7,79311.26,78495.48
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202401,2024-01-01,89714.71,80972.336,99767.445
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202402,2024-02-01,89704.73,94557.4,82733.64
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202403,2024-03-01,89694.74,86666.35,98809.49
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202404,2024-04-01,89684.766,68930.78,70993.32
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202405,2024-05-01,89674.78,78047.23,81716.68
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202406,2024-06-01,89664.8,65568.61,69934.67
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202407,2024-07-01,89654.82,80093.266,96224.62
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2024,2024,202408,2024-08-01,89644.84,94687.78,107230.38
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2024,202409,2024-09-01,89634.87,86359.53,73472.05
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2024,202410,2024-10-01,89624.89,89858.625,74727.53
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2024,202411,2024-11-01,89614.914,72575.15,85652.14
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2024,202412,2024-12-01,89604.94,74031.11,78495.48
Training above writer prevent create.,14279830,Brian Coleman,Hart LLC,Robertbury,2025,2025,202501,2025-01-01,89594.97,75692.19,99767.445
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202310,2023-10-01,85042.65,78367.13,89346.625
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202311,2023-11-01,80120.7,79385.625,85167.34
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202312,2023-12-01,72545.445,71793.93,77310.23
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202401,2024-01-01,71261.9,71662.14,76133.66
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202402,2024-02-01,68104.766,72403.77,72935.914
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202403,2024-03-01,65706.96,73017.25,70553.52
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202404,2024-04-01,80102.99,82085.04,84943.7
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202405,2024-05-01,66564.46,76533.375,71407.39
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202406,2024-06-01,72356.74,75303.086,77198.836
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202407,2024-07-01,60751.35,70605.29,65593.766
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202408,2024-08-01,72530.414,76316.63,77372.7
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202409,2024-09-01,71487.37,73657.42,76329.7
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202410,2024-10-01,80200.336,78217.57,89346.625
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202411,2024-11-01,75278.38,79253.61,85167.34
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202412,2024-12-01,67703.125,71677.4,77310.23
Treatment program enter boy.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2025,202501,2025-01-01,66419.58,71559.27,76133.66
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2023,202310,2023-10-01,147327.42,149344.11,158973.5
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2023,202311,2023-11-01,149458.5,146111.44,161104.56
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2023,202312,2023-12-01,153753.9,155446.08,165399.97
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202401,2024-01-01,155627.92,150223.72,167273.98
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202402,2024-02-01,145166.2,142814.73,156812.28
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202403,2024-03-01,151508.36,163606.73,163154.42
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202404,2024-04-01,161470.33,158342.66,173116.39
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202405,2024-05-01,155671.92,152596.94,167317.98
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202406,2024-06-01,145395.94,156714.92,157042.0
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202407,2024-07-01,147703.31,148503.75,159349.38
Third run half travel eye age.,119418020,Alicia Cooper,Shannon-Diaz,Robertbury,2024,2024,202408,2024-08-01,145545.75,158395.42,157191.83
